year,country,ka_open,cblackmarketexchangerates,acreditmarketregulation,BankAssets_CBShare,FD,Portfolioequityassets,Currentaccountbalance,Capitalaccount,cbie_index,GDPconstant2015US
1981,France,0.4172374,9.36,8.8915582,99.55,0.1634102,10141.597,-4810.819,0.0,0.482,1314000000000.0
1982,France,0.1629476,9.32,8.8735402,99.17,0.1671286,10576.879,-12082.175,0.0,0.482,1347000000000.0
1983,France,0.4172374,9.28,8.8555222,98.88,0.175134,12864.973,-5165.5121,0.0,0.482,1364000000000.0
1984,France,0.4172374,9.24,8.8375042,98.35,0.190734,12938.117,-875.99902,0.0,0.482,1384000000000.0
1985,France,0.4172374,9.2,8.8194862,98.62,0.2485829,16933.627,-34.597949,0.0,0.482,1407000000000.0
1986,France,0.4172374,9.36,8.8575242,98.7,0.3078533,24839.531,2429.9905,0.0,0.482,1440000000000.0
1987,France,0.4172374,9.52,8.8955622,98.76,0.3671541,30238.122,-4445.8329,0.0,0.482,1477000000000.0
1988,France,0.4172374,9.68,8.9336003,98.88,0.3411371,37914.044,-4618.9081,-202.03178,0.482,1547000000000.0
1989,France,0.4172374,9.84,8.9716383,99.07,0.4156405,45231.513,-4671.0106,-300.59138,0.482,1614000000000.0
1990,France,0.4770693,10.0,9.0096763,98.82,0.4178082,40202.769,-9944.2282,-4151.9958,0.482,1661000000000.0
1991,France,0.5369012,10.0,9.0540281,98.95,0.4074609,44420.849,-6518.2554,-86.877241,0.482,1679000000000.0
1992,France,0.5967332,10.0,9.0983799,98.72,0.4070475,43228.911,3893.4299,582.78331,0.482,1705000000000.0
1993,France,0.9401681,10.0,9.1427317,98.95,0.4698662,51965.058,8989.7854,-86.575115,0.8125,1695000000000.0
1994,France,1.0,10.0,9.1870835,99.02,0.5100785,53744.856,7415.274,-4252.1004,0.8125,1735000000000.0
1995,France,1.0,10.0,9.2314353,99.2,0.5127163,58363.265,10840.337,442.15775,0.8125,1771000000000.0
1996,France,1.0,10.0,9.3421981,99.08,0.5322683,73519.19,20560.612,1178.9726,0.8125,1796000000000.0
1997,France,1.0,10.0,9.4529609,99.16,0.5870273,99126.601,37801.149,1478.7095,0.8125,1838000000000.0
1998,France,1.0,10.0,9.531683175000001,99.3,0.615743275,124781.75075,33592.208,1153.634665,0.837375,1900250000000.0
1999,France,1.0,10.0,9.61040545,99.44,0.64445925,150436.9005,29383.267,828.5598299999999,0.86225,1962500000000.0
2000,France,1.0,10.0,9.689127724999999,99.58,0.673175225,176092.05025,25174.325999999997,503.4849949999999,0.887125,2024750000000.0
2001,France,1.0,10.0,9.76785,99.72,0.7018912,201747.2,20965.385,178.41016,0.912,2087000000000.0
2002,France,1.0,10.0,9.5224463,99.76,0.6997361,200095.11,17651.009,445.0845,0.912,2111000000000.0
2003,France,1.0,10.0,9.4034022,99.65,0.7130725,340240.83,15984.85,-7256.0081,0.912,2128000000000.0
2004,France,1.0,10.0,9.5106204,99.63,0.7308395,442653.9,9166.4171,2471.4853,0.912,2188000000000.0
2005,France,1.0,10.0,9.5888415,99.59,0.7215397,524887.46,-142.69101,1160.8668,0.912,2225000000000.0
2006,France,1.0,10.0,9.6884142,99.58,0.832984,716800.96,514.32556,1186.005,0.912,2279000000000.0
2007,France,1.0,10.0,9.6737531,99.53,0.8230029,826859.43,-8718.5144,3392.5059,0.912,2335000000000.0
2008,France,1.0,10.0,9.59495,99.32,0.7995542,474750.98,-28163.013,2348.3501,0.912,2341000000000.0
2009,France,1.0,10.0,8.8127958,99.22,0.782473,646027.6,-22099.585,3188.6214,0.912,2273000000000.0
2010,France,1.0,10.0,8.8766096,99.0,0.8027467,665773.54,-22031.068,1636.1253,0.912,2318000000000.0
2011,France,1.0,10.0,8.534,98.17,0.8144661,519334.68,-29508.603,1625.6085,0.912,2368000000000.0
2012,France,1.0,10.0,8.5681369,97.56,0.7691457,652646.49,-32875.103,707.89462,0.912,2376000000000.0
2013,France,1.0,10.0,8.5441809,98.07,0.754617,812303.69,-24382.747,2555.9995,0.912,2389000000000.0
2014,France,1.0,10.0,8.667,98.28,0.7664117,770696.11,-37354.496,2556.0851,0.912,2412000000000.0
2015,France,1.0,10.0,8.764,95.01,0.8000013,748029.44,-9130.4367,-1109.5956,0.912,2439000000000.0
2016,France,1.0,10.0,8.77286,90.14,0.8009158,753755.08,-12205.179,1247.761,0.912,2466000000000.0
2017,France,1.0,10.0,8.9389257,86.72,0.8283812,954263.7,-17978.489,284.82851,0.912,2522000000000.0
2018,France,1.0,10.0,8.9389257,85.78,0.8155003,786403.52,-24384.561,2483.6839,0.912,2569000000000.0
2019,France,1.0,10.0,8.9063612,86.54,0.8149003,912445.25,13699.135,2263.6909,0.912,2617000000000.0
2020,France,1.0,10.0,7.9051887,83.91,0.8102098,1044512.9,-41381.104,2302.9549,0.912,2419000000000.0
2021,France,1.0,10.0,8.4386529,81.15,0.8149142,1182670.4,9868.1419,11333.815,0.912,2575000000000.0
1998,United Kingdom,1.0,10.0,9.6086124,99.33,0.78827,505148.39,-5272.9987,90.478053,0.438,2132000000000.0
1999,United Kingdom,1.0,10.0,9.8043062,99.47,0.815278,675262.41,-35700.714,-418.95911,0.438,2197000000000.0
2000,United Kingdom,1.0,10.0,10.0,99.33,0.886214,617132.14,-30142.653,618.66614,0.438,2292000000000.0
2001,United Kingdom,1.0,10.0,10.0,99.62,0.9075572,585288.61,-29139.797,98.135248,0.438,2351000000000.0
2002,United Kingdom,1.0,10.0,9.6351681,99.44,0.8416048,577640.11,-35233.225,-1005.435,0.438,2393000000000.0
2003,United Kingdom,1.0,10.0,9.3476067,99.59,0.870709,753141.62,-37556.577,-94.324623,0.438,2469000000000.0
2004,United Kingdom,1.0,10.0,9.3848988,99.66,0.8835039,997195.34,-55504.744,160.61332,0.438,2528000000000.0
2005,United Kingdom,1.0,10.0,9.440208,99.65,0.8926378,1244888.9,-50393.92,-1439.1282,0.438,2598000000000.0
2006,United Kingdom,1.0,10.0,9.4750604,99.46,0.9336267,1645798.8,-84562.488,-2806.7291,0.438,2660000000000.0
2007,United Kingdom,1.0,10.0,9.4873505,99.79,0.955775,1872035.1,-115382.01,-460.96798,0.438,2729000000000.0
2008,United Kingdom,1.0,10.0,8.9629534,99.47,0.8830349,1051094.2,-113853.92,177.57908,0.438,2723000000000.0
2009,United Kingdom,1.0,10.0,6.8508134,99.76,0.9037599,1420358.2,-73330.869,89.186546,0.4495,2598000000000.0
2010,United Kingdom,1.0,10.0,7.334141,99.88,0.9064767,1549605.5,-68893.628,-1414.8317,0.4495,2656000000000.0
2011,United Kingdom,1.0,10.0,7.007475,99.95,0.9057917,1383795.1,-43445.876,-1561.9676,0.4495,2686000000000.0
2012,United Kingdom,1.0,10.0,7.2687506,99.92,0.8988545,1682361.0,-85197.234,-1336.0721,0.4165,2727000000000.0
2013,United Kingdom,1.0,10.0,6.9162517,99.99,0.8550412,1991738.7,-129528.93,-2295.0947,0.4165,2776000000000.0
2014,United Kingdom,1.0,10.0,7.105,100.0,0.8396009,2034485.6,-153585.31,-3391.3892,0.4165,2864000000000.0
2015,United Kingdom,1.0,10.0,7.516,99.97,0.8314551,1956570.4,-144834.31,-2835.8025,0.4165,2928000000000.0
2016,United Kingdom,1.0,10.0,7.4991031,99.86,0.8232567,1880615.4,-147868.52,-2054.6748,0.4165,2984000000000.0
2017,United Kingdom,1.0,10.0,8.8759161,99.75,0.8523284,2420312.3,-93747.524,-12763.927,0.4165,3063000000000.0
2018,United Kingdom,1.0,10.0,8.8759161,99.8,0.8509097,2024449.8,-112615.84,-3585.311,0.4165,3106000000000.0
2019,United Kingdom,1.0,10.0,8.7573974,99.79,0.8481423,2407998.6,-76564.528,-1689.1721,0.4165,3157000000000.0
2020,United Kingdom,1.0,10.0,6.362579,99.61,0.8368142,2700934.7,-78216.537,-3924.036,0.4165,2830000000000.0
2021,United Kingdom,1.0,10.0,7.3724872,99.65,0.8362825,3009676.8,-14885.573,-3070.8953,0.4165,3076000000000.0
1986,Greece,0.1629476,5.88,4.4294294,85.88,0.1996951,282.64151,-1676.0,0.0,0.586,149600000000.0
1987,Greece,0.1629476,6.76,4.7307307,74.03,0.2225577,256.39623,-1223.0,0.0,0.586,146200000000.0
1988,Greece,0.1629476,7.64,5.032032,75.58,0.2995493,272.54717,-958.0,0.0,0.586,152500000000.0
1989,Greece,0.1629476,8.52,5.3333333,76.92,0.3578678,302.83019,-2561.0,0.0,0.586,158300000000.0
1990,Greece,0.1629476,9.4,5.6346346,76.07,0.349293,280.62264,-3537.0,0.0,0.586,158300000000.0
1991,Greece,0.1629476,9.52,5.7810961,75.26,0.3444811,394.68868,-1574.0,0.0,0.586,163200000000.0
1992,Greece,0.4172374,9.64,5.9275576,74.6,0.3348693,408.82075,-2140.0,0.0,0.586,164400000000.0
1993,Greece,0.4172374,9.76,6.0740191,66.19,0.3733114,391.66038,-747.0,0.0,0.586,161700000000.0
1994,Greece,0.4172374,9.88,6.2204805,69.86,0.372784,411.84906,-146.0,0.0,0.6675,165000000000.0
1995,Greece,0.4172374,10.0,6.366942,73.47,0.3745177,510.77358,-2864.0,0.0,0.6675,168400000000.0
1996,Greece,0.5063824,10.0,6.6258351,76.81,0.3807681,593.54717,-4554.0,0.0,0.6675,173300000000.0
1997,Greece,0.5662144,10.0,6.8847282,79.55,0.4201689,999.33962,-4860.0,0.0,0.6675,181000000000.0
1998,Greece,0.61108835,10.0,7.0468547,81.54249999999999,0.435221125,1389.328515,-5995.775,538.372475,0.7244999999999999,188200000000.0
1999,Greece,0.6559623,10.0,7.2089812,83.535,0.45027335,1779.31741,-7131.55,1076.74495,0.7815,195400000000.0
2000,Greece,0.70083625,10.0,7.3711077,85.5275,0.46532557500000005,2169.306305,-8267.325,1615.117425,0.8385,202600000000.0
2001,Greece,0.7457102,10.0,7.5332342,87.52,0.4803778,2559.2952,-9403.1,2153.4899,0.8955,209800000000.0
2002,Greece,1.0,10.0,8.4108326,88.48,0.4521572,2596.5812,-9595.5943,1531.0852,0.8955,218000000000.0
2003,Greece,1.0,10.0,8.304251,89.99,0.4775697,4386.399,-12812.812,1411.9548,0.8955,230600000000.0
2004,Greece,1.0,10.0,7.9966384,91.29,0.5119289,5649.9908,-13492.562,2991.7172,0.8955,242300000000.0
2005,Greece,1.0,10.0,8.1609824,93.02,0.5414628,7837.9268,-18218.754,2560.3974,0.8955,243800000000.0
2006,Greece,1.0,10.0,8.0888461,93.89,0.5889645,12810.459,-29576.386,3823.237,0.8955,257500000000.0
2007,Greece,1.0,10.0,7.6376849,94.91,0.6279624,19997.006,-44579.249,5955.9686,0.8955,266000000000.0
2008,Greece,1.0,10.0,6.1559817,95.5,0.6801307,15432.561,-51297.054,5994.0457,0.8955,265100000000.0
2009,Greece,1.0,10.0,6.0,95.3,0.6354257,13728.918,-35945.594,2819.743,0.8955,253700000000.0
2010,Greece,1.0,10.0,6.0,95.29,0.6345559,12246.273,-30262.611,2775.8464,0.8955,239800000000.0
2011,Greece,1.0,10.0,6.6666667,95.11,0.6299175,11603.695,-28599.316,3662.3938,0.8955,215400000000.0
2012,Greece,1.0,10.0,6.8530054,94.91,0.5377834,6852.9636,-6172.0971,3008.9071,0.8955,200200000000.0
2013,Greece,1.0,10.0,9.3728698,94.89,0.5873139,7094.0904,-4949.1412,4031.8759,0.8955,195100000000.0
2014,Greece,1.0,10.0,9.2166667,94.79,0.6154183,8155.1097,-3734.7121,3355.0387,0.8955,196100000000.0
2015,Greece,0.7457102,10.0,8.5716667,95.08,0.5492015,14272.857,-1611.3918,2193.2665,0.8955,195700000000.0
2016,Greece,0.7457102,10.0,8.5676871,94.16,0.5218233,11558.207,-3261.0578,1129.9531,0.8955,194700000000.0
2017,Greece,0.7457102,10.0,10.0,94.1,0.526742,11402.944,-3605.9948,1042.0069,0.8955,196900000000.0
2018,Greece,0.7457102,10.0,9.6666667,93.85,0.4914762,9382.13,-6248.523,419.01134,0.8955,200100000000.0
2019,Greece,1.0,10.0,9.6666667,93.57,0.4966705,10619.5,-3112.1106,759.22052,0.8955,203900000000.0
2020,Greece,1.0,10.0,6.3333333,85.9,0.492772,11993.675,-12413.032,3189.1932,0.8955,184900000000.0
2021,Greece,1.0,10.0,7.3537598,76.45,0.4735166,15059.05,-13857.822,4707.4453,0.8955,200400000000.0
1996,Croatia,0.4172374,8.72,5.2354858,99.57,0.2377496,21.960307,-1091.4258,1.397e-15,0.462,24870000000.0
1997,Croatia,0.4172374,9.04,6.1166333,99.96,0.2646125,24.63261,-2499.5827,-6.985e-16,0.462,26230000000.0
1998,Croatia,0.4172374,9.36,6.9977808,99.99,0.2592502,29.697163,-1369.2913,-4.657e-16,0.462,28110000000.0
1999,Croatia,0.4172374,9.68,7.8789282,99.58,0.2722679,26.021052,-1502.4467,0.33315478,0.462,29290000000.0
2000,Croatia,0.4172374,10.0,8.7600757,99.64,0.3056882,25.572204,-338.04302,5.976273,0.462,30430000000.0
2001,Croatia,0.4172374,10.0,9.3507805,99.92,0.3244141,20.823253,-516.31541,135.55687,0.862,31490000000.0
2002,Croatia,0.4172374,10.0,9.1658097,99.97,0.3507301,80.327535,-1661.7408,479.32366,0.862,32560000000.0
2003,Croatia,0.7008403,10.0,9.1348336,99.98,0.368761,173.73522,-3209.6627,116.58401,0.862,33970000000.0
2004,Croatia,0.7008403,10.0,9.1974699,99.98,0.4011469,240.73588,-2572.8507,38.851149,0.862,35470000000.0
2005,Croatia,0.7008403,10.0,9.3233327,99.98,0.4058191,537.08708,-3392.1282,63.536383,0.862,36880000000.0
2006,Croatia,0.7008403,10.0,9.4515421,99.98,0.4718255,642.83654,-3909.3928,-160.39563,0.848,39580000000.0
2007,Croatia,0.7008403,10.0,9.841236,99.99,0.5239972,2417.833,-4752.5828,39.846899,0.848,42840000000.0
2008,Croatia,0.7008403,10.0,9.8795266,99.99,0.4715422,895.35378,-7482.9894,27.655935,0.862,44870000000.0
2009,Croatia,0.7008403,10.0,9.1683102,99.99,0.478537,1084.0391,-4086.1199,86.875094,0.862,44470000000.0
2010,Croatia,0.7008403,10.0,8.9502509,99.99,0.4841176,1645.3997,-1485.245,77.002752,0.862,46860000000.0
2011,Croatia,0.7008403,10.0,9.2283056,99.91,0.4817725,1455.3515,-1045.6128,46.695722,0.862,48920000000.0
2012,Croatia,0.7008403,10.0,9.4182195,99.99,0.4955807,1718.2389,-207.94836,63.663922,0.862,51310000000.0
2013,Croatia,0.7008403,10.0,8.3887752,99.99,0.4902364,2147.4139,-615.68016,74.726093,0.862,52590000000.0
2014,Croatia,0.7008403,10.0,8.4393333,99.99,0.4905336,2194.1868,109.8207,243.21627,0.862,54450000000.0
2015,Croatia,0.7008403,10.0,8.74,99.99,0.4826798,1789.2386,1644.2996,370.01849,0.862,56440000000.0
2016,Croatia,0.7008403,10.0,8.7428513,99.99,0.4970221,1476.1731,1210.8722,734.21788,0.862,58810000000.0
2017,Croatia,0.7008403,10.0,9.3333333,99.99,0.4968851,2111.5732,2153.5574,513.36504,0.862,61260000000.0
2018,Croatia,0.7008403,10.0,9.3333333,99.99,0.4845085,2214.1869,964.36182,788.67483,0.862,62860000000.0
2019,Croatia,0.7008403,10.0,9.3333333,99.99,0.4871257,3099.1392,1700.3657,994.25738,0.862,64380000000.0
2020,Croatia,0.7008403,10.0,8.2067063,94.25,0.4855649,3839.8518,-184.77495,1228.8107,0.862,61630000000.0
2021,Croatia,0.7008403,10.0,8.9803596,94.79,0.4681821,5250.2067,2082.1104,1614.5128,0.862,66520000000.0
1991,Hungary,0.0,6.48,4.8378138,41.27,0.29971,0.0,403.16433,0.0,0.3955,78730000000.0
1992,Hungary,0.0,7.36,5.2738926,40.49,0.2482199,2.8169286,351.91642,0.0,0.3955,76320000000.0
1993,Hungary,0.1629476,8.24,5.7099713,42.85,0.237034,2.0120919,-4262.4853,0.0,0.3955,75880000000.0
1994,Hungary,0.1629476,9.12,6.1460501,41.93,0.2739883,6.8411123,-4053.57,0.0,0.3955,78120000000.0
1995,Hungary,0.1629476,10.0,6.5821289,39.5,0.2896213,8.0239478,-1711.8835,60.03038,0.3955,79280000000.0
1996,Hungary,0.4172374,10.0,7.0429219,46.2,0.3035604,20.96829,-1854.0853,155.82475,0.3955,79350000000.0
1997,Hungary,0.4172374,10.0,7.503715,51.95,0.3485633,31.844226,-2139.7294,117.04905,0.3955,81840000000.0
1998,Hungary,0.4172374,10.0,7.9645081,55.43,0.3744271,86.532895,-3721.6343,188.70893,0.454,85030000000.0
1999,Hungary,0.4172374,10.0,8.4253012,62.4,0.3724968,73.198559,-4108.9929,29.412682,0.454,87640000000.0
2000,Hungary,0.4172374,10.0,8.8860943,71.39,0.4060727,220.78706,-4173.5632,270.2048,0.454,91570000000.0
2001,Hungary,0.7606722,10.0,8.6719627,79.85,0.4100066,271.17873,-3289.6098,316.8487,0.627,95300000000.0
2002,Hungary,0.8205042,10.0,7.6340466,86.94,0.4226782,355.35664,-4361.4434,190.61474,0.627,99820000000.0
2003,Hungary,0.8803361,10.0,7.9771657,92.59,0.4363126,470.68295,-7039.9,-27.455616,0.627,103900000000.0
2004,Hungary,0.9401681,10.0,8.1903011,95.65,0.4399426,1077.1723,-9445.8781,75.176783,0.6545,109100000000.0
2005,Hungary,1.0,10.0,8.5604107,98.15,0.5029794,1702.886,-11181.808,740.4633,0.6545,113800000000.0
2006,Hungary,1.0,10.0,8.4775413,98.53,0.531105,3656.158,-8422.2713,747.91324,0.6545,118300000000.0
2007,Hungary,1.0,10.0,9.0596352,99.18,0.5629182,7109.1546,-10209.896,998.74435,0.6665,118600000000.0
2008,Hungary,1.0,10.0,9.3075779,98.4,0.5319454,6211.768,-11125.011,1673.3035,0.6665,119800000000.0
2009,Hungary,1.0,10.0,9.3113625,98.59,0.5711422,9550.5703,-892.03365,2285.8279,0.6665,111900000000.0
2010,Hungary,1.0,10.0,9.4526495,98.78,0.5613249,10640.082,341.64626,2381.7666,0.6665,113100000000.0
2011,Hungary,1.0,10.0,10.0,99.17,0.5294108,6402.6765,886.55426,3323.4841,0.6665,115200000000.0
2012,Hungary,1.0,10.0,9.5903891,99.22,0.467169,6256.855,1989.6726,3282.5464,0.707,113700000000.0
2013,Hungary,1.0,10.0,8.9532812,99.22,0.4722048,6060.2288,4665.9975,5145.6482,0.662,115800000000.0
2014,Hungary,1.0,10.0,9.0043333,99.21,0.4312555,6787.9283,1604.608,5077.4124,0.662,120700000000.0
2015,Hungary,1.0,10.0,9.0583333,99.73,0.4268284,6605.8347,2925.5163,5685.5107,0.662,125200000000.0
2016,Hungary,1.0,10.0,9.0274639,99.73,0.4348759,6679.5413,5854.9122,-19.672581,0.662,127900000000.0
2017,Hungary,1.0,10.0,8.7140649,99.74,0.4342863,8779.2336,2768.9542,1202.5253,0.662,133400000000.0
2018,Hungary,1.0,10.0,8.7140649,99.74,0.4291565,7789.5406,415.0104,3614.835,0.662,140500000000.0
2019,Hungary,1.0,10.0,8.7585771,99.65,0.442573,9231.613,-1283.4303,3062.12,0.662,147400000000.0
2020,Hungary,1.0,10.0,7.9536391,95.91,0.4654052,11457.68,-1582.1695,3325.4133,0.662,140800000000.0
2021,Hungary,1.0,10.0,8.1033678,90.14,0.4644254,14604.016,-7290.4572,4566.1388,0.662,150700000000.0
1981,Indonesia,0.716397,9.4,3.4458458,69.48,0.1475521,30.0,-566.0,0.0,0.365,170600000000.0
1982,Indonesia,1.0,9.2,3.7158492,73.26,0.161998,36.25,-5324.0,0.0,0.365,174400000000.0
1983,Indonesia,1.0,9.0,3.9858525,80.85,0.2292998,35.0,-6338.0,0.0,0.365,182100000000.0
1984,Indonesia,1.0,8.8,4.2558559,90.63,0.2241121,25.0,-1856.0,0.0,0.365,194500000000.0
1985,Indonesia,1.0,8.6,4.5258592,92.2,0.2321296,40.0,-1923.0,0.0,0.365,199300000000.0
1986,Indonesia,1.0,8.88,5.037304,87.48,0.3169743,52.5,-3911.0,0.0,0.365,210800000000.0
1987,Indonesia,1.0,9.16,5.5487487,87.17,0.3425829,66.25,-2098.0,0.0,0.365,221400000000.0
1988,Indonesia,1.0,9.44,6.0601935,88.57,0.3352753,85.0,-1397.0,0.0,0.365,233800000000.0
1989,Indonesia,1.0,9.72,6.5716383,91.18,0.2930212,125.0,-1108.0,0.0,0.365,252100000000.0
1990,Indonesia,1.0,10.0,7.0830831,93.31,0.294452,107.5,-2988.0,0.0,0.365,270300000000.0
1991,Indonesia,1.0,10.0,7.3331331,95.18,0.2666467,150.0,-4260.0,0.0,0.365,288600000000.0
1992,Indonesia,1.0,10.0,7.5831832,94.53,0.2447115,168.75,-2780.0,0.0,0.365,307300000000.0
1993,Indonesia,1.0,10.0,7.8332332,94.88,0.2482237,196.25,-2106.0,0.0,0.365,327300000000.0
1994,Indonesia,1.0,10.0,8.0832833,96.43,0.259514,185.0,-2792.0,0.0,0.365,352000000000.0
1995,Indonesia,1.0,10.0,8.3333333,98.12,0.2532407,222.5,-6431.0,0.0,0.365,380900000000.0
1996,Indonesia,0.9401681,10.0,8.147751,98.58,0.3291174,205.0,-7663.0,0.0,0.365,410700000000.0
1997,Indonesia,0.8803361,10.0,7.9621686,98.61,0.3958526,283.75,-4889.0,0.0,0.365,430000000000.0
1998,Indonesia,0.6575567,10.0,7.7765862,93.69,0.3582011,318.75,4096.9658,0.0,0.365,373500000000.0
1999,Indonesia,0.7606722,10.0,7.5910038,67.24,0.3017597,541.25,5782.8984,0.0,0.8085,376500000000.0
2000,Indonesia,0.7008403,10.0,7.4054214,75.0,0.3110635,508.75,7992.0741,0.0,0.8085,395000000000.0
2001,Indonesia,0.7008403,10.0,6.4054214,70.61,0.3018162,528.75,6900.9011,0.0,0.8085,409400000000.0
2002,Indonesia,0.7008403,10.0,7.1457944,69.02,0.3050379,373.75,7823.5422,0.0,0.8085,427800000000.0
2003,Indonesia,0.7008403,10.0,7.1388868,72.85,0.2703421,388.75,8106.7938,0.0,0.8085,448300000000.0
2004,Indonesia,0.7008403,10.0,7.1953375,74.4,0.2871392,557.04601,1563.0099,0.0,0.8085,470800000000.0
2005,Indonesia,0.7008403,10.0,8.317212,76.49,0.2893594,565.47252,277.54483,333.91856,0.8085,497600000000.0
2006,Indonesia,0.7008403,10.0,8.2586543,78.37,0.2878986,660.25179,10859.494,350.32289,0.8085,525000000000.0
2007,Indonesia,0.7008403,10.0,8.2025646,82.26,0.3280727,945.02779,10491.042,546.2,0.8085,558300000000.0
2008,Indonesia,0.7008403,10.0,7.95763,84.84,0.3741481,741.29789,125.99242,294.45254,0.8085,591900000000.0
2009,Indonesia,0.7008403,10.0,8.1543858,85.79,0.3182896,1409.1363,10628.49,95.824593,0.8085,619300000000.0
2010,Indonesia,0.7008403,10.0,8.1543858,87.35,0.2902181,1662.1547,5144.285,49.845904,0.8085,657800000000.0
2011,Indonesia,0.4172374,10.0,8.1543858,87.93,0.3121742,1795.3686,1685.068,32.885145,0.8085,698400000000.0
2012,Indonesia,0.4172374,10.0,8.1956667,89.35,0.3298792,2527.1201,-24417.851,50.565368,0.8085,740500000000.0
2013,Indonesia,0.4172374,10.0,8.0975976,90.86,0.3517581,3817.2875,-29109.199,45.294297,0.8415,781700000000.0
2014,Indonesia,0.4172374,10.0,8.1003333,91.53,0.354927,4655.7559,-27509.866,26.573827,0.8415,820800000000.0
2015,Indonesia,0.4172374,10.0,8.0736667,92.44,0.3556477,5182.7987,-17518.745,16.633849,0.8415,860900000000.0
2016,Indonesia,0.4172374,10.0,8.0740547,93.08,0.3597476,5694.7101,-16952.255,40.714055,0.8415,904200000000.0
2017,Indonesia,0.4172374,10.0,8.2048375,93.17,0.35887,8631.6976,-16195.634,46.196678,0.8415,950000000000.0
2018,Indonesia,0.4172374,10.0,8.2048375,93.61,0.3608942,8935.8646,-30633.12,97.155033,0.8415,999200000000.0
2019,Indonesia,0.4172374,10.0,8.0937252,93.56,0.359508,11631.481,-30279.06,39.061579,0.8415,1049000000000.0
2020,Indonesia,0.4172374,10.0,7.6691378,86.66,0.3646655,14562.578,-4433.2697,36.912808,0.8415,1028000000000.0
2021,Indonesia,0.4172374,10.0,7.8928658,84.21,0.3644223,18207.621,3510.7151,80.150654,0.8415,1066000000000.0
1980,India,0.1629476,9.0,5.2225559,73.22,0.1212337,15.0,-1785.13,0.0,0.4995,270900000000.0
1981,India,0.1629476,8.64,5.2339006,71.55,0.1288671,13.75,-2698.33,0.0,0.4995,287200000000.0
1982,India,0.1629476,8.28,5.2452452,69.92,0.1394087,15.0,-2523.54,0.0,0.4995,297200000000.0
1983,India,0.1629476,7.92,5.2565899,70.81,0.1391637,17.5,-1936.9416,0.0,0.4995,318900000000.0
1984,India,0.1629476,7.56,5.2679346,70.78,0.156609,20.0,-2311.0698,0.0,0.4995,331000000000.0
1985,India,0.1629476,7.2,5.2792793,68.73,0.177453,28.75,-4140.5831,0.0,0.4995,348400000000.0
1986,India,0.1629476,7.36,5.3274398,68.93,0.2021782,28.75,-4567.6993,0.0,0.4995,365100000000.0
1987,India,0.1629476,7.52,5.3756003,68.96,0.2355976,27.5,-5171.1688,0.0,0.4995,379600000000.0
1988,India,0.1629476,7.68,5.4237608,69.09,0.2454448,22.5,-7143.2325,0.0,0.4995,416100000000.0
1989,India,0.1629476,7.84,5.4719214,69.56,0.2790185,125.0,-6812.7694,0.0,0.4995,440800000000.0
1990,India,0.1629476,8.0,5.5200819,68.43,0.2928062,137.5,-7036.64,0.0,0.4995,465200000000.0
1991,India,0.1629476,8.148571428571428,5.6699658571428575,70.10000000000001,0.3121582428571429,200.89285714285714,-6455.005714285715,0.0,0.4995,494028571428.5714
1992,India,0.1629476,8.297142857142857,5.819849814285714,71.77000000000001,0.3315102857142857,264.2857142857143,-5873.371428571429,0.0,0.4995,522857142857.1429
1993,India,0.1629476,8.445714285714285,5.969733771428571,73.44000000000001,0.35086232857142857,327.67857142857144,-5291.737142857143,0.0,0.4995,551685714285.7144
1994,India,0.1629476,8.594285714285714,6.119617728571429,75.11,0.37021437142857144,391.07142857142856,-4710.102857142858,0.0,0.4995,580514285714.2858
