year,country,ka_open,cblackmarketexchangerates,acreditmarketregulation,BankAssets_CBShare,FD,Portfolioequityassets,Currentaccountbalance,Capitalaccount,cbie_index,GDPconstant2015US
2002,India,0.1629476,10.0,6.8389757499999995,88.815,0.4476825,758.73542,-11193.93335,0.0,0.4995,928375000000.0
2003,India,0.1629476,10.0,6.841452374999999,90.25750000000001,0.45332439999999996,746.349505,-14490.275625000002,0.0,0.4995,992312500000.0
2004,India,0.1629476,10.0,6.843928999999999,91.7,0.4589663,733.9635900000001,-17786.6179,0.0,0.4995,1056250000000.0
2005,India,0.1629476,10.0,6.846405625,93.1425,0.4646082,721.577675,-21082.960175,0.0,0.4995,1120187500000.0
2006,India,0.1629476,10.0,6.84888225,94.58500000000001,0.4702501,709.19176,-24379.302450000003,0.0,0.4995,1184125000000.0
2007,India,0.1629476,10.0,6.851358875,96.0275,0.475892,696.805845,-27675.644725000002,0.0,0.4995,1248062500000.0
2008,India,0.1629476,10.0,6.8538355,97.47,0.4815339,684.41993,-30971.987,0.0,0.4995,1312000000000.0
2009,India,0.1629476,10.0,6.8005859,96.45,0.5088112,1108.2957,-26186.436,293.0,0.4995,1416000000000.0
2010,India,0.1629476,10.0,6.666894,93.52,0.4779192,2450.6879,-54515.878,49.66231,0.4995,1536000000000.0
2011,India,0.1629476,10.0,7.0391963,93.2,0.4449976,2262.7731,-62517.637,67.915809,0.4995,1616000000000.0
2012,India,0.1629476,10.0,6.9410991,91.84,0.4221094,3436.1793,-91471.246,-597.23282,0.4995,1705000000000.0
2013,India,0.1629476,10.0,6.5945495,92.3,0.4194969,4317.6837,-49122.67,961.82966,0.5055,1813000000000.0
2014,India,0.1629476,10.0,6.5393333,94.31,0.4362015,4673.1739,-27314.282,-74.333637,0.5055,1948000000000.0
2015,India,0.1629476,10.0,6.586,94.67,0.4391484,4207.3747,-22456.838,37.069433,0.5055,2104000000000.0
2016,India,0.1629476,10.0,6.5490839,93.25,0.4455881,5049.5644,-12113.788,136.83587,0.5885,2277000000000.0
2017,India,0.1629476,10.0,6.5490839,94.44,0.46088,6442.1963,-38167.659,37.311531,0.5885,2432000000000.0
2018,India,0.1629476,10.0,6.5490839,94.0,0.4680108,4181.3256,-65599.439,-123.10067,0.5885,2589000000000.0
2019,India,0.1629476,10.0,6.4862386,93.16,0.4675728,7582.1781,-29762.865,-1155.591,0.5885,2689000000000.0
2020,India,0.1629476,10.0,5.9450266,92.11,0.5387585,9471.5997,32730.049,-1056.3301,0.5885,2534000000000.0
2021,India,0.1629476,10.0,5.6116933,91.45,0.5335506,13907.443,-33422.359,-307.60646,0.5885,2779000000000.0
1980,Ireland,0.4172374,10.0,7.3454719,94.22,0.3806072,405.10411,-2132.1485,0.0,0.5515,56840000000.0
1981,Ireland,0.4172374,9.88,7.5675895,95.22,0.4049487,486.11461,-2601.2642,0.0,0.5515,58730000000.0
1982,Ireland,0.4172374,9.76,7.7897072,94.81,0.4312523,636.95106,-1934.5419,0.0,0.5515,60070000000.0
1983,Ireland,0.4172374,9.64,8.0118248,95.8,0.4773251,850.10569,-1218.8438,0.0,0.5515,59920000000.0
1984,Ireland,0.4172374,9.52,8.2339424,95.36,0.483762,958.89135,-1037.724,91.880881,0.5515,62530000000.0
1985,Ireland,0.4172374,9.4,8.45606,96.07,0.535125,1471.5953,-735.72877,117.29759,0.5515,64460000000.0
1986,Ireland,0.4172374,9.48,8.519263,96.4,0.5256206,2310.023,-846.85641,134.48512,0.5515,64180000000.0
1987,Ireland,0.4172374,9.56,8.5824659,96.56,0.5131025,2934.2875,-75.655469,178.9402,0.5515,67170000000.0
1988,Ireland,0.4172374,9.64,8.6456689,96.49,0.5191396,4083.3255,-24.665216,247.04308,0.5515,70680000000.0
1989,Ireland,0.4172374,9.72,8.7088719,96.85,0.5511905,5263.4066,-580.81036,230.51346,0.5515,74790000000.0
1990,Ireland,0.4172374,9.8,8.7720748,97.07,0.5313241,4987.3795,-360.79864,485.9517,0.5515,81120000000.0
1991,Ireland,0.4172374,9.84,8.8067811,97.8,0.5364963,7640.6767,284.37457,698.0701,0.5515,82690000000.0
1992,Ireland,0.4770693,9.88,8.8414874,97.99,0.509527,9832.1255,606.89924,889.34846,0.5515,85450000000.0
1993,Ireland,0.8205042,9.92,8.8761937,98.28,0.5849684,13322.184,1765.459,863.37286,0.5515,87750000000.0
1994,Ireland,0.8803361,9.96,8.9109,98.76,0.6339368,14941.582,1576.9538,476.93139,0.5515,92800000000.0
1995,Ireland,0.9401681,10.0,8.9456063,99.46,0.6481639,21132.554,1720.9656,913.60478,0.5515,101700000000.0
1996,Ireland,1.0,10.0,8.956485,99.65,0.6783198,26887.85,2048.617,880.84081,0.5515,109300000000.0
1997,Ireland,1.0,10.0,8.9673638,99.73,0.6990418,39803.458,1865.5624,961.66245,0.5515,121300000000.0
1998,Ireland,1.0,10.0,8.9782425,99.78,0.8048785,60785.341,1015.9844,1218.3473,0.8955,131900000000.0
1999,Ireland,1.0,10.0,8.985495,99.84333333333333,0.8000134333333334,85109.704,447.17830333333336,1046.67941,0.8955,143933333333.33334
2000,Ireland,1.0,10.0,8.9927475,99.90666666666667,0.7951483666666667,109434.067,-121.62779333333333,875.01152,0.8955,155966666666.66666
2001,Ireland,1.0,10.0,9.0,99.97,0.7902833,133758.43,-690.43389,703.34363,0.8955,168000000000.0
2002,Ireland,1.0,10.0,9.16666665,99.975,0.7511841,178130.57,-300.456319,457.68214,0.90375,175650000000.0
2003,Ireland,1.0,10.0,9.3333333,99.98,0.7120849,222502.71,89.521252,212.02065,0.912,183300000000.0
2004,Ireland,1.0,10.0,9.3333333,100.0,0.7318421,304942.86,-1081.5973,463.99994,0.912,195700000000.0
2005,Ireland,1.0,10.0,9.3333333,99.99,0.7440607,383154.76,-7144.5736,417.25279,0.912,206900000000.0
2006,Ireland,1.0,10.0,9.3333333,99.98,0.7644523,573199.23,-7862.1255,378.50579,0.912,217300000000.0
2007,Ireland,1.0,10.0,9.3333333,99.97,0.7761958,649172.55,-13848.55,155.19994,0.912,228800000000.0
2008,Ireland,1.0,10.0,8.1979279,99.84,0.7792985,427868.42,-15302.982,180.43822,0.912,218500000000.0
2009,Ireland,1.0,10.0,6.7546393,99.67,0.7562079,539873.49,-5007.3859,-1754.68,0.912,207400000000.0
2010,Ireland,1.0,10.0,6.0,99.07,0.7309652,603914.3,2319.6613,-827.20304,0.912,210900000000.0
2011,Ireland,1.0,10.0,6.9944138,98.95,0.6609313,563101.4,2829.0185,-273.17302,0.8955,213600000000.0
2012,Ireland,1.0,10.0,7.9769579,99.0,0.6754069,660459.97,-7708.5739,108.19756,0.8955,213300000000.0
2013,Ireland,1.0,10.0,7.9710097,86.18,0.7106746,848083.06,3711.5449,-1261.4692,0.8955,215800000000.0
2014,Ireland,1.0,10.0,8.788,82.87,0.6960827,937974.81,2786.0177,-8995.6915,0.8955,234900000000.0
2015,Ireland,1.0,10.0,9.142,79.12,0.6713599,957468.1,12912.448,-1455.0629,0.8955,292400000000.0
2016,Ireland,1.0,10.0,9.1756944,75.56,0.6739938,1004338.0,-12520.888,-5378.6704,0.8955,297500000000.0
2017,Ireland,1.0,10.0,8.97725,75.72,0.6913577,1330108.9,3397.5755,-28536.636,0.8955,325200000000.0
2018,Ireland,1.0,10.0,9.0,77.14,0.6695115,1253337.6,24169.681,-59355.611,0.8955,352800000000.0
2019,Ireland,1.0,10.0,9.0,77.1,0.6601045,1563927.8,-44933.86,-39386.274,0.8955,371500000000.0
2020,Ireland,1.0,10.0,8.5541611,72.0,0.6392755,1913370.4,-26439.797,-13127.022,0.8955,396000000000.0
2021,Ireland,1.0,10.0,9.1912825,67.52,0.6245421,2324136.0,70908.718,1841.0979,0.8955,456000000000.0
1980,Iceland,0.0,8.2,5.2032032,90.12,0.2444137,0.0,-76.3,0.0,0.38,6887000000.0
1981,Iceland,0.0,7.92,5.2085419,92.84,0.2638736,0.0,-147.5,0.0,0.38,7181000000.0
