year,country,rpp_value,cgdp_value,cr_value,spr_value,rpp_value_trend,rpp_value_cycle,rpp_value_cycle_normalized,cgdp_value_trend,cgdp_value_cycle,cgdp_value_cycle_normalized,cr_value_trend,cr_value_cycle,cr_value_cycle_normalized,spr_value_trend,spr_value_cycle,spr_value_cycle_normalized,pca_weighted_mean,turning_point,value
2014,Mexico,102.785,35.2,142.66418,104.33162,111.55038389669392,-8.765383896693919,-2.2826398063416224,34.296112969729485,0.9038870302705178,-0.43928058348456445,141.82474769223325,0.8394323077667423,-0.11140138846018632,96.72286223723418,7.608757762765819,-0.306372128437226,-1.8875699207166718,,0.0
2015,Mexico,110.7715,38.3,160.41752,100.48645,113.97339797719897,-3.2018979771989677,-0.8338231234065825,35.32228172048202,2.9777182795179797,-1.447143038315124,148.50925552732696,11.90826447267304,-1.5803504155519281,97.23185297771501,3.2545970222849974,-0.1310487004596734,-0.9461726492043484,,0.0
2016,Mexico,113.5879,41.5,182.07811,109.66116,116.39664766592576,-2.8087476659257504,-0.7314407792942693,36.348327833360756,5.151672166639244,-2.503664152150952,155.19321468718107,26.88489531281894,-3.56790492663171,97.74030280835578,11.920857191644217,-0.48000192731495933,-1.095441343113933,trough,-1.095441343113933
2017,Mexico,115.6889,41.4,186.11929,110.84858,118.82010925294611,-3.131209252946107,-0.8154147002569763,37.37424307452413,4.025756925475868,-1.9564799493370348,161.87655866397262,24.24273133602739,-3.217262316345311,98.24826372435464,12.600316275645355,-0.5073608382228769,-1.0593194541269515,,0.0
2018,Mexico,120.655,40.7,186.88815,91.912027,121.2437520064627,-0.5887520064626983,-0.15332001220415958,38.40003208931101,2.2999679106889914,-1.117762742431275,168.55928816211696,18.32886183788304,-2.432430392234172,98.75581752305277,-6.843790523052775,0.2755701698622638,-0.36208308864714644,,0.0
2019,Mexico,126.1846,40.1,184.70984,91.583331,123.66753736665507,2.517062633344935,0.6554815430383251,39.42570958745255,0.6742904125474496,-0.3276987897184928,175.2414644928578,9.468375507142213,-1.2565518007810152,99.26307750258201,-7.679746502582006,0.3092305413333485,0.43970395022257963,peak,0.43970395022257963
2020,Mexico,128.4474,42.8,182.93597,89.448211,126.0914253018228,2.3559746981771923,0.6135317850506622,40.45129602859969,2.3487039714003046,-1.1414480089181693,181.92319478959337,1.0127752104066303,-0.1344057925736963,99.7701398515979,-10.321928851597903,0.4156199225209835,0.2883306472155027,,0.0
2021,Mexico,130.3188,40.3,180.39814,98.156147,128.51538207292194,1.8034179270780726,0.46963756480433927,41.47681355812943,-1.1768135581294317,0.5719203054754847,188.60460985666072,-8.206469856660703,1.0890838104872012,100.27708155938973,-2.120934559389724,0.08540096235106008,0.4945419834062165,,0.0
2022,Mexico,133.2171,38.8,177.78712,91.860952,130.93937983084533,2.2777201691546622,0.5931531108159015,42.50229019317862,-3.7022901931786194,1.7992781640001496,195.2858430303348,-17.498723030334816,2.3222623478071127,100.78395381042458,-8.92300181042458,0.35929111452159906,0.835905861992419,,0.0
2023,Mexico,140.4219,37.2,174.33769,91.860952,133.3633952350306,7.058504764969399,1.838142417909182,43.52775100885029,-6.327751008850285,3.0752273926099933,201.96700713071607,-27.62931713071606,3.666697435981778,101.29080248683319,-9.429850486833189,0.3796997426615032,2.070695514113483,,0.0
